name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
united kingdom,1/25/2023,47.7,38.9,43.4,0,0,33.7,37.3,79.8,0.04,0,0,,,,40.9,13.9,193,1018.4,27.2,9.8,,,,,2023-01-25T07:49:11,2023-01-25T16:36:59,0.09,Partially cloudy,,partly-cloudy-day,
united kingdom,1/26/2023,46.8,39.1,43.2,0,0,32.1,36.6,78,0.05,0,0,,,,37.6,13.4,193.8,1016,28,9.6,,,,,2023-01-26T07:47:54,2023-01-26T16:38:44,0.14,Partially cloudy,,partly-cloudy-day,
united kingdom,1/27/2023,48.1,38.9,43.2,0,0,33,36.2,77,0.05,0,0,,,,40,15.2,217.7,1015.6,23,9.8,,,,,2023-01-27T07:46:34,2023-01-27T16:40:30,0.19,Partially cloudy,,partly-cloudy-day,
united kingdom,1/28/2023,47.6,38.9,43.2,0,0,32.3,35.7,75.2,0.02,0,0,,,0.79,34.7,17,221.7,1015.1,22.6,10.6,,,,,2023-01-28T07:45:12,2023-01-28T16:42:17,0.24,Partially cloudy,,partly-cloudy-day,
united kingdom,1/29/2023,46.8,39.5,43.4,0,0,33.9,36.8,78.1,0.06,0,0,,,0.71,35.3,13.9,204,1014.5,25.3,9.9,,,,,2023-01-29T07:43:47,2023-01-29T16:44:04,0.29,Partially cloudy,,partly-cloudy-day,
united kingdom,1/30/2023,46.1,39.1,42.5,0,0,31.9,35.7,77.2,0.07,0,0,,,2.44,42.1,14.1,211.5,1015,33.1,9.4,,,,,2023-01-30T07:42:21,2023-01-30T16:45:52,0.34,Partially cloudy,,partly-cloudy-day,
united kingdom,1/31/2023,46.3,38,42.5,0,0,31,36,78.6,0.05,0,0,,,,34.2,16.3,203.7,1013.5,29.2,8.6,,,,,2023-01-31T07:40:52,2023-01-31T16:47:40,0.39,Partially cloudy,,partly-cloudy-day,
united kingdom,2/1/2023,47,39.5,43.4,0,0,32.1,36.6,77.6,0.13,0,0,,,1.02,37.8,15,214.8,1013.7,30.2,8.6,,,,,2023-02-01T07:39:21,2023-02-01T16:49:29,0.42,Partially cloudy,,partly-cloudy-day,
united kingdom,2/2/2023,46.7,39.5,43.2,0,0,31.4,35.5,74.7,0.07,0,0,,,2.76,30.6,14.1,228.2,1015.9,31,9.6,,,,,2023-02-02T07:37:48,2023-02-02T16:51:18,0.45,Partially cloudy,,partly-cloudy-day,
united kingdom,2/3/2023,47.2,38.2,42.9,0,0,31.7,35.7,76.3,0.04,0,0,,,2.24,34.2,13,212,1016.1,30.9,9.9,,,,,2023-02-03T07:36:14,2023-02-03T16:53:07,0.48,Partially cloudy,,partly-cloudy-day,
united kingdom,2/4/2023,48.8,41.3,44.9,0,0,35,38.4,78.4,0.08,0,0,,,1.54,36.2,15,203.5,1015,30.4,9.1,,,,,2023-02-04T07:34:37,2023-02-04T16:54:57,0.49,Partially cloudy,,partly-cloudy-day,
united kingdom,2/5/2023,47.9,41.6,44.7,0,0,34.8,38.7,79.8,0.08,0,0,,,3.54,32.2,13.6,211.3,1011.7,29.6,8.6,,,,,2023-02-05T07:32:58,2023-02-05T16:56:46,0.5,Partially cloudy,,partly-cloudy-day,
united kingdom,2/6/2023,47.4,40.9,44.3,0,0,35.5,37.3,77.2,0.08,0,0,,,1.61,32.7,14.5,208.2,1012.8,31.5,9.1,,,,,2023-02-06T07:31:18,2023-02-06T16:58:36,0.5,Partially cloudy,,partly-cloudy-day,
united kingdom,2/7/2023,48.1,39.3,43.4,0,0,33.9,35.3,73.8,0.06,4.8,2,,,0.79,38,14.3,224.8,1013.9,20.5,10.6,,,,,2023-02-07T07:29:36,2023-02-07T17:00:26,0.52,Partially cloudy,,partly-cloudy-day,
united kingdom,2/8/2023,47.4,38.9,43.1,0,0,31.9,35.3,75.2,0.13,4.8,2,,,,44.5,14.5,202.1,1012.5,26.7,9.4,,,,,2023-02-08T07:27:52,2023-02-08T17:02:16,0.53,Partially cloudy,,partly-cloudy-day,
united kingdom,2/9/2023,46.1,38.2,42.2,0,0,31.9,33.7,73.2,0.06,4.8,2,,,,37.8,12.8,206.8,1014.5,23.3,11,,,,,2023-02-09T07:26:07,2023-02-09T17:04:07,0.56,Partially cloudy,,partly-cloudy-day,
united kingdom,2/10/2023,46.5,38.4,42.3,0,0,32.3,35.3,77.3,0.11,4.8,2,,,0.83,30.9,13,200.9,1014.6,28.6,10.1,,,,,2023-02-10T07:24:20,2023-02-10T17:05:57,0.6,Partially cloudy,,partly-cloudy-day,
united kingdom,2/11/2023,47.4,38.9,43.1,0,0,32.1,36.4,78,0.09,4.8,2,,,0.39,36.9,11.6,200.7,1017.1,30.5,9.1,,,,,2023-02-11T07:22:31,2023-02-11T17:07:47,0.64,Partially cloudy,,partly-cloudy-day,
united kingdom,2/12/2023,47.6,38.9,43.4,0,0,33.2,36.9,78.8,0.14,0,0,,,,38.5,11.9,190.4,1017.9,29.4,8.2,,,,,2023-02-12T07:20:41,2023-02-12T17:09:37,0.69,Partially cloudy,,partly-cloudy-day,
united kingdom,2/13/2023,46.8,39.5,43.1,0,0,33.7,35.5,75.3,0.04,4.8,2,,,,32,13,187.7,1017.8,24.7,9.3,,,,,2023-02-13T07:18:49,2023-02-13T17:11:27,0.75,Partially cloudy,,partly-cloudy-day,
united kingdom,2/14/2023,48.3,38.2,42.9,0,0,32.8,35.5,75.7,0.11,4.8,2,,,,44.5,11.6,184.9,1017.7,20.9,9.4,,,,,2023-02-14T07:16:56,2023-02-14T17:13:17,0.8,Partially cloudy,,partly-cloudy-day,
united kingdom,2/15/2023,48.5,38.9,43.8,0,0,33.5,36.4,76.3,0.04,0,0,,,,39.1,13,179.5,1018.8,23.4,9.7,,,,,2023-02-15T07:15:02,2023-02-15T17:15:07,0.85,Partially cloudy,,partly-cloudy-day,
united kingdom,2/16/2023,48.3,38.7,43.4,0,0,34.1,35.1,74,0.06,4.8,2,,,,,11.4,187.2,1019.7,23,9.9,,,,,2023-02-16T07:13:06,2023-02-16T17:16:56,0.91,Partially cloudy,,partly-cloudy-day,
united kingdom,2/17/2023,49.4,38.7,43.6,0,0,34.2,36,76.1,0.03,0,0,,,,24.2,10.7,182.9,1019.5,25.2,8.1,,,,,2023-02-17T07:11:10,2023-02-17T17:18:45,0.95,Partially cloudy,,partly-cloudy-day,
united kingdom,2/18/2023,48.8,39.1,43.8,0,0,34.8,37.3,78.7,0.05,0,0,,,,19.7,12.1,177.1,1018.5,25.3,8.1,,,,,2023-02-18T07:09:12,2023-02-18T17:20:35,0.98,Partially cloudy,,partly-cloudy-day,
united kingdom,2/19/2023,48.1,39.1,43.6,0,0,33.5,36.8,78,0.06,9.5,4,,,,30,13,215.7,1017.1,26.9,8.9,,,,,2023-02-19T07:07:12,2023-02-19T17:22:24,1,Partially cloudy,,partly-cloudy-day,
united kingdom,2/20/2023,48.6,39.5,44,0,0,33,36.8,76.6,0.05,0,0,,,0,35.8,13.4,206.5,1016.2,21.9,9.1,,,,,2023-02-20T07:05:12,2023-02-20T17:24:12,0,Partially cloudy,,partly-cloudy-day,
united kingdom,2/21/2023,49.7,40.2,44.7,0,0,33.3,37.1,75.5,0.05,0,0,,,,29.8,13.6,187.8,1016.6,24.2,9.5,,,,,2023-02-21T07:03:10,2023-02-21T17:26:01,0.01,Partially cloudy,,partly-cloudy-day,
united kingdom,2/22/2023,48.6,40.7,44.3,0,0,33.9,36.6,75.1,0.06,0,0,,,0.39,34.7,15.7,176.7,1015.1,26.8,10.3,,,,,2023-02-22T07:01:08,2023-02-22T17:27:49,0.03,Partially cloudy,,partly-cloudy-day,
united kingdom,2/23/2023,48.6,40.5,44.5,0,0,33.5,36.4,74.1,0.06,4.8,2,,,,41.2,14.5,198.7,1014.5,26,10.8,,,,,2023-02-23T06:59:04,2023-02-23T17:29:37,0.07,Partially cloudy,,partly-cloudy-day,
united kingdom,2/24/2023,49.7,40.4,44.5,0,0,33.9,36.4,74.3,0.04,0,0,,,,36,12.3,188.9,1015.5,29.4,9.6,,,,,2023-02-24T06:57:00,2023-02-24T17:31:25,0.11,Partially cloudy,,partly-cloudy-day,
united kingdom,2/25/2023,49.2,39.8,44.3,0,0,34.1,35.7,72.8,0.1,0,0,,,,30.4,13.4,207.3,1016.2,25.3,10.3,,,,,2023-02-25T06:54:54,2023-02-25T17:33:12,0.16,Partially cloudy,,partly-cloudy-day,
united kingdom,2/26/2023,50.3,40,45,0,0,34.6,35.9,71.7,0.06,0,0,,,,30.9,15,193.2,1014.2,28.6,10.8,,,,,2023-02-26T06:52:48,2023-02-26T17:34:59,0.21,Partially cloudy,,partly-cloudy-day,
united kingdom,2/27/2023,49,39.5,44,0,0,34.8,35.9,74.1,0.09,0,0,,,,27.1,13.6,200.3,1012.4,27.8,11.1,,,,,2023-02-27T06:50:41,2023-02-27T17:36:46,0.26,Partially cloudy,,partly-cloudy-day,
united kingdom,2/28/2023,47.4,39.5,43.1,0,0,32.6,35.7,75.8,0.09,4.8,2,,,0.91,27.5,15,187.6,1010.3,27.4,10.3,,,,,2023-02-28T06:48:33,2023-02-28T17:38:33,0.31,Partially cloudy,,partly-cloudy-day,
united kingdom,3/1/2023,48.6,39.6,43.8,0,0,32.8,35.9,74.5,0.08,0,0,,,0.39,37.1,15,212.1,1011.9,23.3,9.9,,,,,2023-03-01T06:46:24,2023-03-01T17:40:19,0.35,Partially cloudy,,partly-cloudy-day,
united kingdom,3/2/2023,48.3,38,42.9,0,0,32.1,34.4,73.4,0.03,4.8,2,,,0.47,38.7,15.4,195.5,1011.3,24.2,10.2,,,,,2023-03-02T06:44:14,2023-03-02T17:42:05,0.39,Partially cloudy,,partly-cloudy-day,
united kingdom,3/3/2023,48.5,38.9,43.4,0,0,32.8,34.8,72.9,0.07,0,0,,,,39.6,15.9,181.8,1008.5,27.6,10.6,,,,,2023-03-03T06:42:04,2023-03-03T17:43:51,0.43,Partially cloudy,,partly-cloudy-day,
united kingdom,3/4/2023,48.3,38,42.9,0,0,31.9,34.4,73.3,0.08,4.8,2,,,0.39,32.7,13.6,206.8,1008.5,26.9,10.1,,,,,2023-03-04T06:39:53,2023-03-04T17:45:36,0.46,Partially cloudy,,partly-cloudy-day,
united kingdom,3/5/2023,50.1,37.7,43.6,0,0,32.4,34.2,70.5,0.04,4.8,2,,,,37.6,13.4,224.1,1012.7,28.7,10.5,,,,,2023-03-05T06:37:42,2023-03-05T17:47:22,0.48,Partially cloudy,,partly-cloudy-day,
united kingdom,3/6/2023,50.4,40.2,45.2,0,0,34.2,36,71.2,0.05,0,0,,,,44.1,13.4,213.5,1013.7,29.2,10.4,,,,,2023-03-06T06:35:30,2023-03-06T17:49:06,0.49,Partially cloudy,,partly-cloudy-day,
united kingdom,3/7/2023,51.3,41.8,46.3,0,0,36,37.5,72.5,0.08,4.8,2,,,,35.1,14.3,220.9,1013.7,32,9.7,,,,,2023-03-07T06:33:17,2023-03-07T17:50:51,0.5,Partially cloudy,,partly-cloudy-day,
united kingdom,3/8/2023,52.4,42,47.2,0,0,35.9,39.1,74.6,0.11,4.8,2,,,,38,13.9,207.2,1014.8,33.7,9.8,,,,,2023-03-08T06:31:04,2023-03-08T17:52:35,0.51,Partially cloudy,,partly-cloudy-day,
united kingdom,3/9/2023,52.8,43.2,47.7,0,0,37.3,38.7,72.1,0.08,0,0,,,,24.8,14.8,213.6,1015,29.3,10.8,,,,,2023-03-09T06:28:50,2023-03-09T17:54:19,0.52,Partially cloudy,,partly-cloudy-day,
united kingdom,3/10/2023,51.5,42.3,47,0,0,36.2,38.9,74.5,0.07,0,0,,,,37.4,15.2,193,1016,29,9.8,,,,,2023-03-10T06:26:36,2023-03-10T17:56:03,0.54,Partially cloudy,,partly-cloudy-day,
united kingdom,3/11/2023,52.4,41.6,46.8,0,0,35.5,37.8,72,0.03,0,0,,,,31.1,13.6,183.8,1016.9,29.8,9.1,,,,,2023-03-11T06:24:22,2023-03-11T17:57:47,0.58,Partially cloudy,,partly-cloudy-day,
united kingdom,3/12/2023,52.8,42,47,0,0,35.3,37.5,71.2,0.05,0,0,,,0.39,34.7,13,193.5,1015.9,26.7,8.9,,,,,2023-03-12T06:22:07,2023-03-12T17:59:30,0.62,Partially cloudy,,partly-cloudy-day,
united kingdom,3/13/2023,52.1,42,46.7,0,0,37.5,36.4,69,0.03,0,0,,,,28.2,12.5,206.5,1019.5,28,10.3,,,,,2023-03-13T06:19:52,2023-03-13T18:01:13,0.67,Partially cloudy,,partly-cloudy-day,
united kingdom,3/14/2023,53.5,41.1,47.2,0,0,36.9,36.4,68.1,0.02,0,0,,,,32,14.1,207,1020.7,26.4,10.5,,,,,2023-03-14T06:17:36,2023-03-14T18:02:56,0.72,Partially cloudy,,partly-cloudy-day,
united kingdom,3/15/2023,55.1,43.2,48.8,0,0,38.2,40.2,73.7,0.04,0,0,,,,32.7,13.4,190.8,1020.4,22.3,8.2,,,,,2023-03-15T06:15:20,2023-03-15T18:04:39,0.78,Partially cloudy,,partly-cloudy-day,
united kingdom,3/16/2023,54.8,44.5,49.2,0,0,38.7,40.5,73.5,0.06,0,0,,,,34.2,14.8,180.2,1019.2,28,8.3,,,,,2023-03-16T06:13:04,2023-03-16T18:06:22,0.83,Partially cloudy,,partly-cloudy-day,
united kingdom,3/17/2023,54.1,42.7,47.6,0,0,34.4,39.1,73.7,0.07,0,0,,,,40.3,13.4,177.5,1019.1,27.6,7.9,,,,,2023-03-17T06:10:48,2023-03-17T18:08:04,0.89,Partially cloudy,,partly-cloudy-day,
united kingdom,3/18/2023,51.5,41.1,46.3,0,0,34.1,37.7,73.3,0.07,4.8,2,,,0.39,35.6,13.6,182.6,1017.9,28.2,8.7,,,,,2023-03-18T06:08:31,2023-03-18T18:09:46,0.93,Partially cloudy,,partly-cloudy-day,
united kingdom,3/19/2023,52.8,41.3,46.5,0,0,34.4,36.9,70.9,0.02,0,0,,,0.39,32,13,178.6,1020.1,25.3,9.9,,,,,2023-03-19T06:06:15,2023-03-19T18:11:28,0.97,Partially cloudy,,partly-cloudy-day,
united kingdom,3/20/2023,52.8,42.3,47.4,0,0,36.9,38.7,73.1,0.04,0,0,,,,32,13.9,188,1019.3,27.3,8.3,,,,,2023-03-20T06:03:58,2023-03-20T18:13:10,0.99,Partially cloudy,,partly-cloudy-day,
united kingdom,3/21/2023,53.1,41.8,47.2,0,0,35.9,36.9,68.9,0.04,0,0,,,,28.9,13.6,207.5,1017.3,22.5,9,,,,,2023-03-21T06:01:41,2023-03-21T18:14:51,1,Partially cloudy,,partly-cloudy-day,
united kingdom,3/22/2023,53,41.8,47,0,0,36.8,37.3,70.3,0.04,0,0,,,,34.4,13.4,190.8,1016.5,20.4,9,,,,,2023-03-22T05:59:24,2023-03-22T18:16:33,0,Partially cloudy,,partly-cloudy-day,
united kingdom,3/23/2023,54.2,42,47.7,0,0,38.4,38,71.3,0.06,0,0,,,0.39,35.1,12.8,166.8,1015.7,24.7,8.6,,,,,2023-03-23T05:57:07,2023-03-23T18:18:14,0.02,Partially cloudy,,partly-cloudy-day,
united kingdom,3/24/2023,53.7,43.1,47.7,0,0,37.5,38.6,71.8,0.04,4.8,2,,,,34,12.5,167.5,1014.9,25.4,8.4,,,,,2023-03-24T05:54:50,2023-03-24T18:19:56,0.05,Partially cloudy,,partly-cloudy-day,
united kingdom,3/25/2023,54.2,43.1,48.1,0,0,38,37.7,68.9,0.05,0,0,,,,38,12.5,166.7,1014.5,25.8,9.3,,,,,2023-03-25T05:52:33,2023-03-25T18:21:37,0.09,Partially cloudy,,partly-cloudy-day,
united kingdom,3/26/2023,54.6,42.5,47.7,0,0,37.8,38,70.3,0.06,0,0,,,,35.1,13.6,162.2,1013.9,22.5,9.4,,,,,2023-03-26T06:50:16,2023-03-26T19:23:18,0.13,Partially cloudy,,partly-cloudy-day,
united kingdom,3/27/2023,54.8,42.3,47.9,0,0,38.2,37.5,69,0.06,0,0,,,,35.8,13,167.9,1013,27.5,8.8,,,,,2023-03-27T06:47:59,2023-03-27T19:24:59,0.17,Partially cloudy,,partly-cloudy-day,
united kingdom,3/28/2023,55.7,41.8,48.3,0,0,37.7,37.8,69.3,0.11,0,0,,,,41.8,13.6,175.6,1012,23.1,8.3,,,,,2023-03-28T06:45:42,2023-03-28T19:26:40,0.22,Partially cloudy,,partly-cloudy-day,
united kingdom,3/29/2023,55.8,43.4,49.2,0,0,38.2,39.8,71.8,0.05,0,0,,,,35.6,11.9,177.8,1011.9,26.2,7.7,,,,,2023-03-29T06:43:26,2023-03-29T19:28:20,0.27,Partially cloudy,,partly-cloudy-day,
united kingdom,3/30/2023,56.6,45,50.4,0,0,39.5,40.5,70.9,0.12,0,0,,,,30,11.9,164.2,1011.2,21,8.6,,,,,2023-03-30T06:41:09,2023-03-30T19:30:01,0.32,Partially cloudy,,partly-cloudy-day,
united kingdom,3/31/2023,56.4,45.6,50.6,0,0,39.5,40,68.4,0.02,0,0,,,,44.3,13.2,166.2,1013,25.3,10.2,,,,,2023-03-31T06:38:53,2023-03-31T19:31:42,0.36,Partially cloudy,,partly-cloudy-day,
united kingdom,4/1/2023,57.3,44.9,50.4,0,0,37.8,39.6,68.1,0.04,0,0,,,,31.1,14.3,184.2,1014.8,23.4,9.1,,,,,2023-04-01T06:36:37,2023-04-01T19:33:22,0.4,Partially cloudy,,partly-cloudy-day,
united kingdom,4/2/2023,58.7,45.9,51.5,0,0,39.5,40.5,68.1,0.06,0,0,,,,29.1,13.4,174.1,1012,23,9.6,,,,,2023-04-02T06:34:21,2023-04-02T19:35:03,0.44,Partially cloudy,,partly-cloudy-day,
united kingdom,4/3/2023,56.9,44.9,50.4,0,0,38.9,40.9,71.5,0.08,0,0,,,,29.5,12.5,177,1011.6,22.3,8.5,,,,,2023-04-03T06:32:05,2023-04-03T19:36:44,0.46,Partially cloudy,,partly-cloudy-day,
united kingdom,4/4/2023,55.1,44.7,49.4,0,0,38,39.6,70.6,0.07,0,0,,,,31.5,13.6,190,1013.4,19.4,9.8,,,,,2023-04-04T06:29:50,2023-04-04T19:38:24,0.49,Clear,,clear-day,
united kingdom,4/5/2023,55.8,42.9,49.2,0,0,37.1,37.7,66,0.02,0,0,,,,28.9,13.6,181.4,1017.7,17.5,11.6,,,,,2023-04-05T06:27:35,2023-04-05T19:40:05,0.5,Clear,,clear-day,
united kingdom,4/6/2023,57.1,43.8,50.1,0,0,36.8,37.7,64.9,0.02,0,0,,,0.59,31.5,13.9,193.1,1016.6,16.2,11.3,,,,,2023-04-06T06:25:21,2023-04-06T19:41:45,0.5,Clear,,clear-day,
united kingdom,4/7/2023,56.2,43.2,49.4,0,0,38.6,38.6,67.9,0.02,0,0,,,,34.7,12.1,204.9,1015.9,14.1,11.2,,,,,2023-04-07T06:23:07,2023-04-07T19:43:26,0.51,Clear,,clear-day,
united kingdom,4/8/2023,57.1,43.1,49.7,0,0,39.1,37.7,66.2,0.04,0,0,,,,32.9,11.6,203.5,1017.4,20.3,10.7,,,,,2023-04-08T06:20:53,2023-04-08T19:45:06,0.53,Partially cloudy,,partly-cloudy-day,
united kingdom,4/9/2023,56.9,43.2,49.9,0,0,38.7,39.6,69.8,0.07,0,0,,,,28.9,13,167,1015.1,23.6,9.3,,,,,2023-04-09T06:18:40,2023-04-09T19:46:47,0.56,Partially cloudy,,partly-cloudy-day,
united kingdom,4/10/2023,57.1,44.1,50.3,0,0,38.2,38.4,65.8,0.05,0,0,,,,25.5,13.9,164.5,1014.5,24.4,10.5,,,,,2023-04-10T06:16:28,2023-04-10T19:48:27,0.6,Partially cloudy,,partly-cloudy-day,
united kingdom,4/11/2023,56.4,44.1,49.9,0,0,39.1,38.4,66.7,0.08,0,0,,,,28.9,13,188.6,1014.5,26.7,10.7,,,,,2023-04-11T06:14:16,2023-04-11T19:50:07,0.65,Partially cloudy,,partly-cloudy-day,
united kingdom,4/12/2023,56.9,43.4,49.7,0,0,38.9,39.3,69.1,0.06,0,0,,,,30.6,13.9,186.7,1013.2,26.8,9.5,,,,,2023-04-12T06:12:04,2023-04-12T19:51:48,0.7,Partially cloudy,,partly-cloudy-day,
united kingdom,4/13/2023,56.6,43.8,49.7,0,0,39.1,39.3,68.8,0.03,0,0,,,,,12.5,188.9,1014.1,29.3,10.8,,,,,2023-04-13T06:09:53,2023-04-13T19:53:28,0.76,Partially cloudy,,partly-cloudy-day,
united kingdom,4/14/2023,58.7,45.2,51.5,0,0,40.5,39.8,66,0.02,0,0,,,,24.2,12.5,180.3,1014.1,23.5,10.4,,,,,2023-04-14T06:07:43,2023-04-14T19:55:09,0.82,Partially cloudy,,partly-cloudy-day,
united kingdom,4/15/2023,59.1,46.3,51.9,0,0,40.2,40.2,66.7,0.09,0,0,,,,28.2,12.8,178.9,1013.8,28.3,8.5,,,,,2023-04-15T06:05:34,2023-04-15T19:56:49,0.87,Partially cloudy,,partly-cloudy-day,
united kingdom,4/16/2023,59.6,45.6,52.1,0,0,39.3,39.1,63.8,0.02,0,0,,,,29.3,12.5,185.5,1015.5,19,10.1,,,,,2023-04-16T06:03:25,2023-04-16T19:58:29,0.92,Clear,,clear-day,
united kingdom,4/17/2023,59.6,45.4,51.9,0,0,40.5,38.9,63.6,0.03,0,0,,,,34.2,14.5,195,1014.3,21.8,10.3,,,,,2023-04-17T06:01:17,2023-04-17T20:00:10,0.96,Partially cloudy,,partly-cloudy-day,
united kingdom,4/18/2023,58.6,44.3,51.2,0,0,39.6,38.7,65.1,0.08,0,0,,,,32.9,15.4,174.1,1012.7,27.1,9.8,,,,,2023-04-18T05:59:09,2023-04-18T20:01:50,0.99,Partially cloudy,,partly-cloudy-day,
united kingdom,4/19/2023,59.1,44.9,51.5,0,0,80.7,39.1,64.8,0.06,0,0,,,,,13,157.4,1014.9,28.6,10.9,,,,,2023-04-19T05:57:03,2023-04-19T20:03:30,1,Partially cloudy,,partly-cloudy-day,
united kingdom,4/20/2023,60.5,45.4,52.8,0,0,39.6,41.6,68.4,0.03,0,0,,,,19.7,12.8,160.3,1016.1,28.6,8.8,,,,,2023-04-20T05:54:57,2023-04-20T20:05:10,0,Partially cloudy,,partly-cloudy-day,
united kingdom,4/21/2023,63.2,46.7,54.4,0,0,40.9,41.1,63.7,0.03,0,0,,,,24.4,14.1,164.8,1015.5,24.4,9.2,,,,,2023-04-21T05:52:53,2023-04-21T20:06:50,0.01,Partially cloudy,,partly-cloudy-day,
united kingdom,4/22/2023,63.8,47.4,54.9,0,0,41.4,41.8,63.8,0.04,0,0,,,,,13.2,173,1014.4,25,10.3,,,,,2023-04-22T05:50:49,2023-04-22T20:08:30,0.03,Partially cloudy,,partly-cloudy-day,
united kingdom,4/23/2023,62.7,48.1,54.8,0,0,79.8,42.5,65.7,0.05,0,0,,,,20.8,11.6,171.1,1014.9,26.4,9.3,,,,,2023-04-23T05:48:46,2023-04-23T20:10:10,0.06,Partially cloudy,,partly-cloudy-day,
united kingdom,4/24/2023,63.4,48.3,55.3,0,0,42.2,44.1,68,0.04,0,0,,,,29.5,13.2,190.1,1014.6,20.2,8.7,,,,,2023-04-24T05:46:44,2023-04-24T20:11:50,0.1,Partially cloudy,,partly-cloudy-day,
united kingdom,4/25/2023,61.6,49.5,54.9,0,0,41.1,44.1,69,0.06,0,0,,,,32.7,13.9,201.2,1012.6,29.8,9.9,,,,,2023-04-25T05:44:43,2023-04-25T20:13:30,0.14,Partially cloudy,,partly-cloudy-day,
united kingdom,4/26/2023,60.3,47.4,53.3,0,0,41.8,42.5,69,0.07,0,0,,,,32.9,14.1,201.8,1012.9,26.5,10.4,,,,,2023-04-26T05:42:44,2023-04-26T20:15:09,0.19,Partially cloudy,,partly-cloudy-day,
united kingdom,4/27/2023,59.1,46.7,52.6,0,0,40.2,41.6,67.7,0.07,0,0,,,,48.3,14.1,181.7,1013.7,25.1,10.6,,,,,2023-04-27T05:40:45,2023-04-27T20:16:48,0.23,Partially cloudy,,partly-cloudy-day,
united kingdom,4/28/2023,58.6,46.5,52.4,0,0,40.2,42.2,70.3,0.13,0,0,,,,29.8,14.8,170.3,1012.5,25.4,9.4,,,,,2023-04-28T05:38:48,2023-04-28T20:18:28,0.28,Partially cloudy,,partly-cloudy-day,
united kingdom,4/29/2023,59.8,46.7,52.6,0,0,40.2,42,69.1,0.07,0,0,,,,36.7,13.6,164.6,1011.5,20.7,11,,,,,2023-04-29T05:36:52,2023-04-29T20:20:07,0.33,Partially cloudy,,partly-cloudy-day,
united kingdom,4/30/2023,60.5,47,53.5,0,0,40.9,42,67.3,0.09,0,0,,,,19,13.6,163.7,1011.2,25.3,10.4,,,,,2023-04-30T05:34:57,2023-04-30T20:21:45,0.37,Partially cloudy,,partly-cloudy-day,
united kingdom,5/1/2023,61.8,47.7,54.4,0,0,40.7,42.9,67.8,0.14,0,0,,,,22.1,12.8,160.8,1013,22.4,10.6,,,,,2023-05-01T05:33:03,2023-05-01T20:23:24,0.41,Partially cloudy,,partly-cloudy-day,
united kingdom,5/2/2023,61.6,47.9,54.2,0,0,43.2,42.7,67.6,0.11,0,0,,,,36.9,12.5,162.9,1015.6,23.1,10.5,,,,,2023-05-02T05:31:11,2023-05-02T20:25:02,0.44,Partially cloudy,,partly-cloudy-day,
